Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,cars_price_max
Mazda,1500,1.5L Inline-4,"1,500 cc",85 hp,145 km/h,14.0 sec,"$12,000 - $15,000",Petrol,5,120 Nm,"78.000,00"
Mazda,RX-2,1.3L Inline-2 (Wankel),"1,308 cc",130 hp,185 km/h,8.5 sec,"$20,000 - $25,000",Petrol,4,220 Nm,"130.000,00"
Mazda,RX-5,1.6L Inline-2 (Wankel),"1,588 cc",135 hp,190 km/h,8.0 sec,"$25,000 - $30,000",Petrol,4,210 Nm,"156.000,00"
Mazda,RX-7 Spirit R,1.3L Inline-2 (Wankel),"1,308 cc",280 hp,250 km/h,5.5 sec,"$35,000 - $40,000",Petrol,2,290 Nm,"208.000,00"
Mazda,Cosmo Sport (110S),1.0L Inline-2 (Wankel),"1,000 cc",110 hp,170 km/h,10.0 sec,"$30,000 - $35,000",Petrol,2,150 Nm,"182.000,00"
Mazda,Eunos 500,2.0L Inline-4,"1,998 cc",135 hp,200 km/h,9.0 sec,"$25,000 - $28,000",Petrol,5,170 Nm,"145.600,00"
Mazda,Eunos Roadster,1.6L Inline-4,"1,590 cc",116 hp,180 km/h,9.5 sec,"$15,000 - $18,000",Petrol,2,140 Nm,"93.600,00"
Mazda,Familia Astina,1.8L Inline-4,"1,800 cc",135 hp,200 km/h,8.5 sec,"$20,000 - $22,000",Petrol,5,170 Nm,"114.400,00"
Mazda,Savanna RX-7,1.3L Inline-2 (Wankel),"1,308 cc",165 hp,230 km/h,7.5 sec,"$28,000 - $32,000",Petrol,2,230 Nm,"166.400,00"
Mazda,Capella Cargo,2.0L Inline-4,"2,000 cc",115 hp,180 km/h,12.0 sec,"$18,000 - $22,000",Petrol,4,160 Nm,"114.400,00"
Mazda,818,1.6L Inline-4,"1,600 cc",100 hp,170 km/h,12.5 sec,"$14,000 - $18,000",Petrol,5,130 Nm,"93.600,00"
Mazda,Sentia Hardtop Coupe,2.5L V6,"2,500 cc",160 hp,210 km/h,8.0 sec,"$30,000 - $35,000",Petrol,4,220 Nm,"182.000,00"
Mazda,Biante,2.0L Inline-4,"2,000 cc",150 hp,185 km/h,10.0 sec,"$22,000 - $26,000",Petrol,7,200 Nm,"135.200,00"
Mazda,Premacy Hydrogen RE Hybrid,1.3L Wankel + Electric,"1,308 cc",200 hp,180 km/h,9.5 sec,"$40,000 - $45,000",Hybrid,5,260 Nm,"234.000,00"
Mazda,Carol P360,0.36L Inline-2,360 cc,26 hp,85 km/h,35.0 sec,"$8,000 - $10,000",Petrol,4,45 Nm,"52.000,00"
Mazda,T2000,2.0L Inline-4,"2,000 cc",110 hp,170 km/h,12.5 sec,"$18,000 - $20,000",Petrol,2,160 Nm,"104.000,00"
Mazda,AZ-Offroad,1.3L Inline-4,"1,298 cc",85 hp,145 km/h,12.0 sec,"$15,000 - $18,000",Petrol,5,130 Nm,"93.600,00"
Mazda,Scrum Wagon,0.66L Inline-3,657 cc,64 hp,120 km/h,15.5 sec,"$10,000 - $12,000",Petrol,4,95 Nm,"62.400,00"
Mazda,Persona,1.5L Inline-4,"1,497 cc",92 hp,160 km/h,13.5 sec,"$13,000 - $16,000",Petrol,5,130 Nm,"83.200,00"
Mazda,Astina,1.8L Inline-4,"1,800 cc",140 hp,190 km/h,8.5 sec,"$20,000 - $24,000",Petrol,5,160 Nm,"124.800,00"
Mazda,Etude,1.6L Inline-4,"1,598 cc",105 hp,170 km/h,10.0 sec,"$14,000 - $16,000",Petrol,5,135 Nm,"83.200,00"
Mazda,Porter,1.5L Inline-4,"1,497 cc",95 hp,130 km/h,14.0 sec,"$12,000 - $15,000",Petrol,2,130 Nm,"78.000,00"
Mazda,MX-3,1.6L Inline-4,"1,598 cc",130 hp,190 km/h,8.5 sec,"$18,000 - $22,000",Petrol,4,140 Nm,"114.400,00"
Mazda,MX-5 Superlight Concept,1.8L Inline-4,"1,798 cc",143 hp,200 km/h,7.5 sec,"$30,000 - $35,000",Petrol,2,160 Nm,"182.000,00"
Mazda,Premacy Hydrogen RE,1.3L Wankel + Electric,"1,308 cc",200 hp,180 km/h,9.5 sec,"$40,000 - $45,000",Hybrid,5,260 Nm,"234.000,00"
Mazda,Bongo Truck,2.0L Inline-4,"1,998 cc",120 hp,130 km/h,15.0 sec,"$15,000 - $18,000",Petrol,2,150 Nm,"93.600,00"
Mazda,Rotary Pickup,1.3L Wankel Rotary Engine,"1,308 cc",130 hp,150 km/h,14.5 sec,"$18,000 - $22,000",Petrol,2,160 Nm,"114.400,00"
Mazda,Luce Rotary Coupe,1.3L Wankel Rotary Engine,"1,308 cc",135 hp,175 km/h,12.0 sec,"$25,000 - $30,000",Petrol,4,180 Nm,"156.000,00"
Mazda,Millenia S,2.5L V6,"2,500 cc",200 hp,220 km/h,8.0 sec,"$30,000 - $35,000",Petrol,5,250 Nm,"182.000,00"
Mazda,787B (Race Car),2.6L Wankel Rotary Engine,"2,620 cc",700 hp,320 km/h,3.5 sec,"$5,000,000 - $7,000,000",Petrol,1,500 Nm,"36.400.000,00"
Toyota,Crown Signia,2.5L Hybrid I4,2487 cc,240 hp,180 km/h,7.6 sec,"$43,590 - $48,000",Hybrid (Gas + Electric),5,239 Nm,"249.600,00"
Toyota,4Runner (6th Gen),2.4L Turbo I4 (i-FORCE MAX Hybrid),2393 cc + Battery,326 hp,180 km/h,6.8 sec,"$50,000 ",Hybrid,7,630 Nm,"260.000,00"
Toyota,Corolla Cross,2.0L Gas / 2.0L Hybrid,1987 cc / Hybrid batt,169 - 196 hp,190 km/h,8.0 - 9.2 sec,"$25,210 - $29,135",Gas / Hybrid,5,190 - 210 Nm,"151.502,00"
Toyota,C-HR+ ,1.8L / 2.0L Hybrid,1798 / 1987 cc + batt,140 - 198 hp,180 km/h,7.9 - 10.5 sec,"- 33,000",Hybrid,5,190 - 205 Nm,"171.600,00"
Toyota,RAV4 (6th Gen),2.5L Hybrid / Plug-in Hybrid,2487 cc + batt,219 - 302 hp,200 km/h,6.0 - 8.1 sec,"$29,000 - $43,000",Hybrid / Plug-in,5,221 - 400 Nm,"223.600,00"
